EXT_SOURCE_2,EXT_SOURCE_3,PAYMENT_RATE,DAYS_BIRTH,EXT_SOURCE_1,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,INSTAL_DBD_MEAN,ANNUITY_INCOME_PERC,AMT_ANNUITY,DAYS_LAST_PHONE_CHANGE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,REGION_POPULATION_RELATIVE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INCOME_CREDIT_PERC,INSTAL_AMT_PAYMENT_MIN,CLOSED_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_APP_CREDIT_PERC_VAR,INSTAL_DBD_MAX,INSTAL_DBD_SUM,BURO_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MAX,INCOME_PER_PERSON,PREV_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MEAN,POS_NAME_CONTRACT_STATUS_Active_MEAN,ACTIVE_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_UPDATE_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_DPD_MEAN,PREV_AMT_ANNUITY_MIN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,INSTAL_AMT_INSTALMENT_MAX,HOUR_APPR_PROCESS_START,TOTALAREA_MODE,INSTAL_PAYMENT_PERC_VAR,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_RATE_DOWN_PAYMENT_MEAN,TARGET
0.40744436,0.50287825,0.03603802,51,0.3068579,-867.0,-2637.0,10,24.695652,0.25285715,39825.0,-1270.0,-132.19705,0.010032,-34.0,0.14252323,2934.09,-883.0,1011.9233,0.0019368717,51.0,568.0,490517.25,-530.0,-416.93738,78750.0,7.3333335,5242.4604,92961.0,0.8518519,307208.47,-382.0,12.666667,0.9745909,4750.3467,0.0,2934.09,0.0,7407.36,8,0.1025479,0.0,1.0,0.0,0.0,0
0.7564626,0.5108563,0.05,90,0.5021294,-2384.1423,-11392.0,-76,12.26564,0.3,67500.0,-147.0,-132.19705,0.04622,-327.7884,0.16666667,5198.1606,-907.4482,1011.9233,0.07275849,37.84903,390.6451,490517.25,774.7538,-416.93738,225000.0,12.661583,5242.4604,257651.02,0.90468615,307208.47,-827.34595,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,10,0.1025479,20770.508,0.47940668,0.25491133,0.08192415,0
0.5143918,0.5108563,0.03236116,115,0.5021294,-596.0,-807.0,-58,12.26564,0.07126923,41692.5,-972.0,-358.84616,0.018634,-327.7884,0.45406917,5198.1606,-43.0,-1208.0,0.07275849,37.84903,390.6451,235804.2,1365.0,-149.0,292500.0,12.661583,447.63922,936525.44,0.90468615,259921.36,-601.8461,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,16,0.2102,20770.508,0.47940668,0.25491133,0.08192415,0
0.6349417,0.62967426,0.039807957,39,0.7518665,-2384.1423,-3282.0,110,1.625,0.2598,35073.0,-2014.0,-322.5,0.020713,-1771.0,0.15322539,5163.48,-2861.0,-1762.0,0.07275849,5.0,13.0,1850245.4,-2738.0,-505.0,67500.0,10.0,0.0,17090.686,1.0,2775368.0,-2768.0,8.0,1.5252496,5178.4033,0.125,5180.535,0.0,5180.535,14,0.1025479,0.0,0.5,0.0,0.40291932,0
0.4554015,0.59197664,0.10298182,-81,0.23745872,-433.0,-843.0,38,7.0,0.20977777,25488.0,-1589.0,-31.0,0.019689,-39.0,0.4909091,2352.465,-115.0,1027.0,0.017052587,20.0,238.0,487487.34,4686.0,-703.0,40500.0,13.666667,0.0,479265.9,0.9444444,0.0,-881.5625,30.0,0.98736346,18416.197,0.0,2352.465,0.33333334,161097.61,12,0.052,1.3401412,0.33333334,0.0,0.054481123,0
0.65980875,0.7223929,0.0736439,-73,0.59363955,-619.0,-3294.0,-6,7.12,0.18768,21114.0,-710.0,-7.0,0.022625,-26.0,0.39239076,19711.125,-516.0,927.0,0.008495072,35.0,178.0,587919.9,-152.0,-166.0,56250.0,10.444445,5242.4604,109216.125,1.0,307208.47,-650.125,15.0,0.9159163,31914.186,0.0,12375.0,0.33333334,106751.25,12,0.0511,0.60686487,0.6666667,0.11111111,0.08192415,0
0.47807184,0.5108563,0.11868,41,0.36032453,-2238.0,-1606.0,126,16.051723,0.258,26703.0,-1508.0,-132.19705,0.016612,-151.0,0.46,33.075,-907.4482,1011.9233,0.0024628644,82.0,931.0,490517.25,774.7538,-416.93738,51750.0,9.666667,5242.4604,257651.02,0.94,307208.47,-827.34595,18.0,0.9696127,18500.664,1.0862069,3762.0,0.33333334,99115.695,9,0.1025479,0.15561478,0.33333334,0.33333334,0.17551886,0
0.53549874,0.22009465,0.09220367,-82,0.64799714,-7269.0,-777.0,-98,4.9142857,0.12273333,24853.5,-517.0,-24.9,0.018209,-19.0,0.7512521,69.525,-396.0,205.0,0.0066864374,33.0,172.0,415138.8,-210.0,-76.0,101250.0,11.166667,887.1429,98949.664,1.0,242580.98,-903.4,10.0,0.9527897,7375.653,0.057142857,2250.0,0.16666667,42750.0,12,0.0544,0.020814352,0.6666667,0.0,0.08192415,0
0.019628597,0.162442,0.052574422,-126,0.5021294,-4880.0,-2481.0,79,16.82353,0.1978,31153.5,0.0,-18.0,0.003122,-17.0,0.26579586,10965.6,-202.0,51.0,0.0,41.0,286.0,568938.25,-21.0,-33.0,78750.0,16.5,7648.121,60513.75,1.0,80805.336,-796.0,12.0,1.0,10965.6,0.0,6750.0,0.0,10965.6,17,0.1025479,0.0,1.0,0.0,0.0,1
0.47650608,0.5108563,0.028820256,-48,0.5021294,-270.0,-756.0,-74,27.666666,0.11508889,23305.5,-495.0,-132.19705,0.008625,-319.0,0.25041735,14784.57,-938.0,1011.9233,0.07275849,67.0,166.0,490517.25,888.0,-416.93738,101250.0,14.5,5242.4604,990000.0,0.85714287,307208.47,-82.0,12.0,1.0000103,24915.652,0.0,14784.57,0.0,75571.06,13,0.1025479,0.0,1.0,0.5,1.1214663e-05,0
0.5844041,0.4382814,0.0348325,-93,0.88227075,-4379.0,-1803.0,108,18.575342,0.27866,62698.5,-2716.0,-47.0,0.009549,-335.0,0.125,4703.58,-584.0,59.0,0.0099031115,114.0,1356.0,524704.4,-300.0,-158.0,56250.0,15.714286,0.0,156244.45,0.9102564,271292.34,-918.8571,17.428572,0.9812715,37657.71,0.20547946,8039.07,0.85714287,504150.53,14,0.1707,0.031896684,0.14285715,0.5714286,0.07433181,0
0.68120515,0.5460232,0.044497114,-58,0.5021294,-2384.1423,-9579.0,-107,11.0625,0.1601695,12757.5,-1680.0,-172.5,0.010966,-145.0,0.27781266,4791.645,-717.0,-1715.0,0.24396557,16.0,177.0,1009745.4,-230.0,-55.0,79650.0,12.5,0.0,139477.5,0.84210527,1672224.6,-442.5,6.0,0.89803714,11010.752,0.0,4791.645,0.25,13870.62,10,0.1025479,0.0,0.5,0.0,0.16324866,0
0.69221765,0.785052,0.10494699,39,0.56769305,-1299.0,-4574.0,-126,7.418605,0.0594,5346.0,-3055.0,-132.19705,0.030755,-39.0,1.7667844,2427.165,-1199.0,1011.9233,0.006764863,24.0,319.0,134101.7,-893.0,-416.93738,45000.0,14.25,5242.4604,70783.2,0.9148936,307208.47,-1072.8,27.333334,0.9387606,29143.773,0.0,6105.78,0.25,524006.38,17,0.1025479,0.0,0.25,0.25,0.10137937,0
0.61609954,0.3893388,0.099416964,-52,0.5021294,-2384.1423,-2529.0,46,12.72093,0.12504445,25321.5,-394.0,-12.5,0.010276,-37.0,0.795053,3264.66,-779.0,978.0,0.005090487,23.0,547.0,792547.5,-414.0,-135.0,202500.0,13.571428,455.7857,75013.51,0.95652175,33540.5,-1569.4286,9.714286,0.9896612,14521.329,0.069767445,2911.995,0.21428572,24577.426,13,0.1025479,0.0,0.71428573,0.2857143,0.079341315,0
0.42767724,0.44361532,0.051301178,-7,0.5021294,-1634.0,-287.0,-26,5.322034,0.23542307,27544.5,-2377.0,-33.5,0.025164,-150.0,0.21791057,2.88,-907.4482,45.0,0.31962,30.0,314.0,2.0,774.7538,-333.0,58500.0,10.666667,0.0,257651.02,0.9,2.0,-827.34595,6.0,0.65166205,3467.6172,0.033898305,3375.0,0.33333334,5625.0,11,0.0101,0.017238319,0.33333334,0.33333334,0.05000704,0
0.7887558,0.4650692,0.05429,-12,0.66944164,-1052.0,-5863.0,63,12.2,0.27145,48861.0,-909.0,-18.0,0.04622,-402.0,0.2,18341.91,-535.0,1011.9233,0.0,24.0,61.0,124848.0,-354.0,-535.0,90000.0,18.0,0.0,72221.375,0.8333333,307208.47,-565.0,3.0,1.0,21922.992,0.0,2250.0,0.0,36247.32,10,0.0038,0.0,1.0,0.0,0.0,0
0.6915557,0.8193177,0.09518836,68,0.6119866,-3534.0,-3248.0,103,9.034483,0.20545454,50850.0,0.0,-132.19705,0.032561,-5.0,0.46330616,206.1,-2415.0,1011.9233,0.0032235875,32.0,262.0,490517.25,-1928.0,-416.93738,123750.0,13.0,6457.5,154710.0,0.9259259,307208.47,-1922.0,14.0,0.96483046,12154.511,0.4827586,12628.53,0.5,14207.4,18,0.0543,0.08344658,0.0,1.0,0.122046545,0
0.23261344,0.5549468,0.029361151,-71,0.5021294,-4520.0,-282.0,26,16.868422,0.19694285,31018.5,0.0,-12.5,0.020713,-26.0,0.14908463,6.615,-390.0,1381.0,0.004604198,69.0,1282.0,320429.97,264.0,-445.0,157500.0,8.2,5242.4604,389664.0,0.9493671,37264.5,-771.0,35.6,0.9436946,33582.31,0.09210526,10499.625,0.4,796785.7,13,0.1025479,0.13275342,0.6,0.1,0.050692786,0
0.105578944,0.3556387,0.066828944,57,0.5021294,-414.0,-494.0,77,6.6296296,0.25395,22855.5,-175.0,-15.0,0.001417,-3.0,0.2631579,18.0,-368.0,3.0,0.00725322,21.0,179.0,8320.5,-125.0,-239.0,45000.0,14.875,0.0,62229.6,1.0,307208.47,-120.0,5.6,0.9274937,3080.56,0.0,2250.0,0.25,5076.54,6,0.1025479,0.0,0.75,0.375,0.0,1
0.28328443,0.391055,0.09645441,-126,0.5021294,-1031.0,-819.0,52,12.26564,0.17773333,23994.0,-103.0,-62.0,0.006671,-327.7884,0.54269177,5198.1606,-333.0,-456.0,0.07275849,37.84903,390.6451,24391.0,-29.0,-641.0,135000.0,12.661583,4431.09,85520.25,0.90468615,307208.47,-140.0,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,13,0.0326,20770.508,0.47940668,0.25491133,0.08192415,0
0.650556,0.2692858,0.03965856,2,0.5021294,-7390.0,-223.0,-116,12.181818,0.110925,39933.0,-139.0,-31.0,0.072508,-19.0,0.35752591,9276.57,-470.0,69.0,0.07275849,29.0,134.0,1199124.8,-13.0,-114.0,180000.0,13.5,0.0,1966428.0,1.0,1492288.0,-736.5,12.0,1.1111112,16096.848,0.0,12852.765,0.0,32147.234,18,0.1025479,0.5650736,1.0,0.0,0.10890909,0
0.6361674,0.5954562,0.0397862,-28,0.7787467,-2297.0,-6199.0,-24,13.461538,0.198,40095.0,-2482.0,-15.0,0.025164,-73.0,0.2009404,3516.795,-526.0,152.0,0.026601257,56.0,175.0,111630.0,-162.0,-32.0,202500.0,12.6,5242.4604,226118.25,0.7647059,5100.5,-237.5,11.5,1.0773926,18490.06,0.46153846,3516.795,0.6,28098.135,7,0.2685,0.0,0.4,0.4,0.11888885,0
0.7669244,0.66745776,0.09948,-60,0.41763994,-465.0,-171.0,-102,22.363636,0.1658,22383.0,-1845.0,-7.6666665,0.026392,-1675.0,0.6,4119.795,-1122.0,13.0,0.012265513,41.0,246.0,618039.9,-726.0,-66.0,45000.0,12.5,0.0,151129.98,0.9166667,16651.0,-1017.6667,6.0,1.2564856,4823.3984,0.0,4119.795,0.0,9266.715,18,0.041,0.0,1.0,0.0,0.232861,0
0.26046422,0.5190973,0.0369154,-9,0.52394176,-7661.0,-3439.0,-27,9.7672415,0.12162,27364.5,0.0,-18.5,0.019689,-12.0,0.30353066,3.375,-1654.0,708.0,0.13068192,33.0,1133.0,830016.94,-558.0,-178.0,112500.0,14.0,0.0,244125.0,0.93670887,8513.583,-1312.0,10.75,0.8666997,7763.3623,2.0948277,4619.34,0.125,14844.015,12,0.0512,0.053206284,0.5,0.125,0.08729967,0
0.63421655,0.44896227,0.048351124,87,0.5021294,-1418.0,-105.0,-54,15.0,0.08738462,25560.0,-600.0,-72.5,0.006008,-396.0,0.5533139,13645.53,-447.0,-137.0,0.07275849,22.0,105.0,80397.6,-386.0,-60.0,97500.0,11.0,0.0,28237.5,0.8888889,42135.582,-470.5,12.0,0.90448487,22889.893,0.0,13645.53,0.0,78356.07,10,0.1025479,0.0,1.0,0.0,0.0,0
0.38887605,0.14916746,0.039657474,71,0.5021294,-6809.0,-9460.0,-82,26.18919,0.6709375,48307.5,-1567.0,-22.285715,0.022625,-28.0,0.05910755,6864.57,-439.0,108.0,0.006674048,75.0,969.0,365185.25,-75.0,-92.0,36000.0,13.4,0.0,61394.992,0.9230769,86982.14,-704.1,10.0,0.98795515,9233.337,0.0,6864.57,0.6,27435.69,12,0.06,0.0,0.4,0.2,0.018167544,0
0.06576736,0.7136314,0.026899245,-66,0.5021294,-4705.0,-9549.0,-12,10.148761,0.26171428,41220.0,0.0,-395.0,0.018801,-510.0,0.10278096,0.405,-476.0,42.0,0.10327458,53.0,1228.0,515852.5,-172.0,-887.0,78750.0,10.916667,2400.315,83469.06,0.94017094,3042.0,-769.625,11.454545,0.8965364,11811.918,0.74380165,1799.28,0.5,45680.266,13,0.2332,0.07321557,0.33333334,0.25,0.05351355,1
0.75453985,0.44005784,0.1077,46,0.5021294,-422.0,-1024.0,60,7.285714,0.15385714,24232.5,-711.0,-12.5,0.009175,-20.0,0.7,77.4,-907.4482,413.0,0.0,34.0,204.0,144.5,774.7538,-348.0,52500.0,16.75,0.0,257651.02,1.0,144.5,-827.34595,6.0,1.0,5891.39,0.6785714,2250.0,0.0,13536.45,9,0.1025479,0.12707192,0.75,0.25,0.0,0
0.4279074,0.29859498,0.05,-66,0.24987,-15.0,-8114.0,-10,9.333333,0.08695652,9000.0,0.0,-211.75,0.018801,-1412.0,0.575,5982.84,-2828.0,-926.0,0.0056828703,25.0,252.0,1114933.2,-2616.0,-293.0,51750.0,13.333333,0.0,39534.84,0.90909094,132674.92,-2644.0,9.666667,1.0409273,7988.01,0.0,6051.915,0.0,23419.44,10,0.1151,0.0,0.33333334,0.0,0.088537954,1
0.7072214,0.5108563,0.05,-11,0.5021294,-3356.0,-6202.0,-114,8.375,0.125,16875.0,-1858.0,-132.19705,0.032561,-1699.0,0.4,9175.455,-907.4482,1011.9233,0.31573814,22.0,134.0,490517.25,774.7538,-416.93738,67500.0,15.0,5242.4604,257651.02,0.8888889,307208.47,-827.34595,8.0,1.5084726,12618.599,0.0,9204.84,0.5,14673.015,15,0.2795,0.0,0.0,0.5,0.32017985,0
0.40374342,0.44361532,0.073008485,-39,0.1382628,-731.0,-3059.0,-104,22.5,0.29596666,39955.5,-418.0,-21.0,0.035792,-127.0,0.24667807,6290.91,-546.0,27303.0,0.07275849,36.0,225.0,14450.0,-360.0,-376.0,135000.0,17.0,0.0,0.0,0.90909094,307208.47,-356.0,10.0,1.0,6295.446,0.0,6295.95,0.0,6295.95,11,0.1025479,0.0,1.0,0.0,0.0,0
0.5262244,0.5100895,0.05445324,-33,0.7589156,-1075.0,-3962.0,61,4.736842,0.1682,34060.5,-1497.0,-19.666666,0.028663,-8.0,0.32374102,1.89,-195.0,915.0,0.0012777686,30.0,90.0,140371.0,10119.0,-94.0,101250.0,12.333333,9839.25,877500.0,0.94736844,174523.0,-130.5,12.0,0.97936213,18367.336,0.10526316,2250.0,0.0,97260.08,9,0.0559,0.05262345,0.0,0.33333334,0.0,0
0.4712504,0.5108563,0.05449082,49,0.23092432,-2828.0,-5947.0,-99,12.333333,0.14506666,29376.0,-645.0,-132.19705,0.035792,-109.0,0.37562606,24914.07,-907.4482,1011.9233,0.018737717,24.0,222.0,490517.25,774.7538,-416.93738,202500.0,16.0,5242.4604,257651.02,0.94736844,307208.47,-827.34595,27.0,0.81312525,24962.605,0.0,5524.695,0.33333334,24965.46,14,0.1025479,0.0,0.6666667,0.0,0.0,0
0.09990944,0.6561584,0.05,53,0.225403,-2969.0,-4112.0,-54,9.666667,0.05,6750.0,-2004.0,-14.5,0.025164,-675.0,1.0,5559.84,-416.0,466.0,0.0047206106,39.0,261.0,243420.47,-401.0,-351.0,33750.0,14.0,17655.0,97500.0,0.9,183801.58,-716.6667,10.0,0.95839894,8533.935,0.0,5559.84,0.5,15456.015,8,0.1025479,0.0,0.25,0.0,0.10837175,0
0.67459214,0.6041126,0.028658876,-38,0.5183851,-3728.0,-6294.0,67,12.26564,0.1227234,25956.0,-2.0,-144.4,0.016612,-327.7884,0.23352413,5198.1606,-938.0,-1265.0,0.07275849,37.84903,390.6451,1180520.9,-97.0,-98.0,105750.0,12.661583,0.0,200646.0,0.90468615,857526.5,-1428.4,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,13,0.1025479,20770.508,0.47940668,0.25491133,0.08192415,0
0.5154464,0.80045134,0.0577,23,0.5021294,-145.0,-3636.0,-49,11.934783,0.20607142,25965.0,-1884.0,-132.19705,0.015221,-759.0,0.28,5082.165,-415.0,1011.9233,0.25713894,27.0,549.0,996628.56,-291.0,-416.93738,63000.0,14.0,0.0,120702.42,0.92727274,307208.47,-1149.7142,10.5,0.7418835,7214.8247,0.0,5105.205,0.5,8595.315,15,0.1025479,0.0,0.25,0.25,0.07098789,0
0.513114,0.6577838,0.032259323,-2,0.5021294,-2384.1423,-360.0,123,11.5,0.2635,26086.5,-1439.0,-132.19705,0.00963,-1256.0,0.122426264,7504.515,-258.0,1011.9233,0.07275849,15.0,69.0,734894.5,1131.0,-416.93738,49500.0,14.0,4493.4,108744.11,0.875,307208.47,-809.0,6.0,1.1112131,7505.61,0.0,7504.515,0.0,7511.085,13,0.1025479,0.0,1.0,1.0,0.10899908,0
0.40099853,0.5814837,0.06790673,62,0.5021294,-1539.0,-4409.0,-124,16.132076,0.186825,33628.5,-120.0,-14.5,0.030755,-29.0,0.36347777,206.955,-1565.0,247.0,0.013595729,79.0,855.0,665802.8,-1262.0,-118.0,60000.0,12.5,0.0,40545.72,0.94545454,7938.0,-1226.6666,16.4,0.9447275,19746.865,0.18867925,2234.655,0.25,92050.11,11,0.1025479,0.018603649,0.5,0.125,0.012836326,0
0.722038,0.5602843,0.05128855,125,0.431716,-4313.0,-3620.0,82,7.1707315,0.25904,29142.0,-499.0,-15.0,0.04622,-18.0,0.19799471,2.475,-1611.0,30935.0,0.006817036,34.0,294.0,875164.5,-1458.0,-288.0,37500.0,14.0,5242.4604,18423.0,0.9444444,307208.47,-1445.0,10.0,0.95835406,10313.138,0.4878049,2250.0,0.33333334,37203.93,13,0.1025479,0.0573602,0.6666667,0.33333334,0.105532065,1
0.6682192,0.62630427,0.051425174,-32,0.7646548,-1342.0,-4509.0,-17,12.375,0.08464583,18283.5,-1252.0,-28.5,0.072508,-66.0,0.6075334,5265.27,-553.0,1999.0,0.05969571,21.0,297.0,36187.715,907.0,-553.0,108000.0,12.5,0.0,600900.75,0.8947368,42924.5,-321.66666,8.0,1.0772346,9509.814,0.0,5266.125,0.5,10104.48,16,0.1441,19.546278,0.5,0.25,0.10890909,0
